date,region,product,units_sold,revenue,returns
2026-08-21,East,C,70,9482.49,1
2026-08-22,North,A,95,8491.87,3
2026-08-22,North,B,71,8321.41,2
2026-08-22,North,C,64,8754.62,1
2026-08-22,South,A,121,11667.52,4
2026-08-22,South,B,81,8895.49,2
2026-08-22,South,C,69,9485.4,2
2026-08-22,East,A,109,9875.74,3
2026-08-22,East,B,86,10939.79,4
2026-08-22,East,C,70,9711.19,3
2026-08-23,North,A,95,8237.05,3
2026-08-23,North,B,75,8841.04,3
2026-08-23,North,C,76,11107.98,1
2026-08-23,South,A,110,10802.8,2
2026-08-23,South,B,102,12387.66,4
2026-08-23,South,C,69,10056.3,2
2026-08-23,East,A,103,9160.04,4
2026-08-23,East,B,81,9151.23,2
2026-08-23,East,C,53,8285.51,1
2026-08-24,North,A,100,8931.98,3
2026-08-24,North,B,70,7617.18,3
2026-08-24,North,C,62,8085.84,2
2026-08-24,South,A,106,10882.28,2
2026-08-24,South,B,97,11580.41,1
2026-08-24,South,C,83,12048.81,2
2026-08-24,East,A,94,9024.25,1
2026-08-24,East,B,93,11720.95,3
2026-08-24,East,C,62,8459.13,2
2026-08-25,North,A,96,9047.05,4
2026-08-25,North,B,78,9119.13,3
2026-08-25,North,C,65,9005.96,2
2026-08-25,South,A,111,11427.74,4
2026-08-25,South,B,96,11034.48,3
2026-08-25,South,C,75,11060.04,3
2026-08-25,East,A,109,10966.45,5
2026-08-25,East,B,84,9755.14,2
2026-08-25,East,C,66,9962.14,2
2026-08-26,North,A,99,8698.91,1
2026-08-26,North,B,75,8239.02,2
2026-08-26,North,C,69,9010.94,1
2026-08-26,South,A,123,11954.85,5
2026-08-26,South,B,100,11805.02,2
2026-08-26,South,C,77,10696.46,2
2026-08-26,East,A,98,9830.87,4
2026-08-26,East,B,75,8716.76,3
2026-08-26,East,C,58,8283.3,1
2026-08-27,North,A,92,8435.88,3
2026-08-27,North,B,75,8335.83,3
2026-08-27,North,C,65,8687.65,3
2026-08-27,South,A,98,9623.25,2
2026-08-27,South,B,91,10655.58,2
2026-08-27,South,C,71,10371.17,2
2026-08-27,East,A,102,10066.36,1
2026-08-27,East,B,79,9766.24,2
2026-08-27,East,C,73,10595.07,1
2026-08-28,North,A,92,7988.33,1
2026-08-28,North,B,71,7771.03,1
2026-08-28,North,C,58,7964.19,1
2026-08-28,South,A,117,10457.47,4
2026-08-28,South,B,90,10220.66,2
2026-08-28,South,C,71,10901.88,2
2026-08-28,East,A,99,9454.59,2
2026-08-28,East,B,86,10567.76,3
2026-08-28,East,C,65,9340.38,2
